#organism_name	refseq_category	assembly_level	ftp_genome
Natrinema_gari	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/175/GCF_000337175.1_ASM33717v1/GCF_000337175.1_ASM33717v1_genomic.fna.gz
Natronolimnobius_innermongolicus	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/215/GCF_000337215.1_ASM33721v1/GCF_000337215.1_ASM33721v1_genomic.fna.gz
Natronorubrum_tibetense	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/383/975/GCF_000383975.1_ASM38397v1/GCF_000383975.1_ASM38397v1_genomic.fna.gz
Haloarcula_sinaiiensis	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/275/GCF_000337275.1_ASM33727v1/GCF_000337275.1_ASM33727v1_genomic.fna.gz
Halorubrum_kocurii	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/355/GCF_000337355.1_ASM33735v1/GCF_000337355.1_ASM33735v1_genomic.fna.gz
Halorubrum_litoreum	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/395/GCF_000337395.1_ASM33739v1/GCF_000337395.1_ASM33739v1_genomic.fna.gz
Halorubrum_tebenquichense	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/415/GCF_000337415.1_ASM33741v1/GCF_000337415.1_ASM33741v1_genomic.fna.gz
Halorubrum_terrestre	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/435/GCF_000337435.1_ASM33743v1/GCF_000337435.1_ASM33743v1_genomic.fna.gz
Halosimplex_carlsbadense	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/455/GCF_000337455.1_ASM33745v1/GCF_000337455.1_ASM33745v1_genomic.fna.gz
Haloterrigena_limicola	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/475/GCF_000337475.1_ASM33747v1/GCF_000337475.1_ASM33747v1_genomic.fna.gz
Haloterrigena_salina	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/495/GCF_000337495.1_ASM33749v1/GCF_000337495.1_ASM33749v1_genomic.fna.gz
Halovivax_asiaticus	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/515/GCF_000337515.1_ASM33751v1/GCF_000337515.1_ASM33751v1_genomic.fna.gz
Natrialba_aegyptia	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/535/GCF_000337535.1_ASM33753v1/GCF_000337535.1_ASM33753v1_genomic.fna.gz
Natrialba_asiatica	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/555/GCF_000337555.1_ASM33755v1/GCF_000337555.1_ASM33755v1_genomic.fna.gz
Natrialba_hulunbeirensis	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/575/GCF_000337575.1_ASM33757v1/GCF_000337575.1_ASM33757v1_genomic.fna.gz
Natrialba_taiwanensis	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/595/GCF_000337595.1_ASM33759v1/GCF_000337595.1_ASM33759v1_genomic.fna.gz
Natronococcus_amylolyticus	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/675/GCF_000337675.1_ASM33767v1/GCF_000337675.1_ASM33767v1_genomic.fna.gz
Natronococcus_jeotgali	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/695/GCF_000337695.1_ASM33769v1/GCF_000337695.1_ASM33769v1_genomic.fna.gz
Natronorubrum_sulfidifaciens	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/735/GCF_000337735.1_ASM33773v1/GCF_000337735.1_ASM33773v1_genomic.fna.gz
Haloarcula_californiae	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/755/GCF_000337755.1_ASM33775v1/GCF_000337755.1_ASM33775v1_genomic.fna.gz
Haloferax_denitrificans	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/795/GCF_000337795.1_ASM33779v1/GCF_000337795.1_ASM33779v1_genomic.fna.gz
Haloferax_mucosum	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/815/GCF_000337815.1_ASM33781v1/GCF_000337815.1_ASM33781v1_genomic.fna.gz
Haloferax_sulfurifontis	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/835/GCF_000337835.1_ASM33783v1/GCF_000337835.1_ASM33783v1_genomic.fna.gz
Halobiforma_nitratireducens	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/895/GCF_000337895.1_ASM33789v1/GCF_000337895.1_ASM33789v1_genomic.fna.gz
Phormidium_phage_Pf_WMP3	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/955/GCF_000337955.1_F_peregrinus_v1.0/GCF_000337955.1_F_peregrinus_v1.0_genomic.fna.gz
Brachybacterium_muris	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/338/055/GCF_000338055.1_Brachybacterium_muris_str._UCD-AY4/GCF_000338055.1_Brachybacterium_muris_str._UCD-AY4_genomic.fna.gz
Rhodopirellula_europaea	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/338/295/GCF_000338295.1_First/GCF_000338295.1_First_genomic.fna.gz
Streptomyces_bottropensis	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/335/GCF_000340335.1_ASM34033v2/GCF_000340335.1_ASM34033v2_genomic.fna.gz
Microbacterium_sp_UCD_TDU	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/625/GCF_000340625.1_Microbacterium_sp._UCD-TDU/GCF_000340625.1_Microbacterium_sp._UCD-TDU_genomic.fna.gz
Nocardiopsis_kunsanensis	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/965/GCF_000340965.1_SOAPdenovo_v1.06/GCF_000340965.1_SOAPdenovo_v1.06_genomic.fna.gz
Nocardiopsis_valliformis	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/985/GCF_000340985.1_genetic_mechanisms_of_environmental_adaptability/GCF_000340985.1_genetic_mechanisms_of_environmental_adaptability_genomic.fna.gz
Nocardiopsis_alkaliphila	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/005/GCF_000341005.1_SOAPdenovo_v1.06/GCF_000341005.1_SOAPdenovo_v1.06_genomic.fna.gz
Nocardiopsis_salina	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/025/GCF_000341025.1_SOAPdenovo_v1.06/GCF_000341025.1_SOAPdenovo_v1.06_genomic.fna.gz
Burkholderia_kururiensis	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/045/GCF_000341045.1_120831_BK/GCF_000341045.1_120831_BK_genomic.fna.gz
Nocardiopsis_halotolerans	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/065/GCF_000341065.1_SOAPdenovo_v1.06/GCF_000341065.1_SOAPdenovo_v1.06_genomic.fna.gz
Nocardiopsis_ganjiahuensis	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/085/GCF_000341085.1_SOAPdenovo_v1.06/GCF_000341085.1_SOAPdenovo_v1.06_genomic.fna.gz
Nocardiopsis_potens	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/105/GCF_000341105.1_SOAPdenovo_v1.06/GCF_000341105.1_SOAPdenovo_v1.06_genomic.fna.gz
Nocardiopsis_lucentensis	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/125/GCF_000341125.1_SOAPdenovo_v1.06/GCF_000341125.1_SOAPdenovo_v1.06_genomic.fna.gz
Nocardiopsis_xinjiangensis	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/145/GCF_000341145.1_SOAPdenovo_v1.06/GCF_000341145.1_SOAPdenovo_v1.06_genomic.fna.gz
Nocardiopsis_chromatogenes	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/185/GCF_000341185.1_SOAPdenovo_v1.06/GCF_000341185.1_SOAPdenovo_v1.06_genomic.fna.gz
Nocardiopsis_baichengensis	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/205/GCF_000341205.1_v1.06/GCF_000341205.1_v1.06_genomic.fna.gz
Nocardiopsis_halophila	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/245/GCF_000341245.1_SOAPdenovo_v1.06/GCF_000341245.1_SOAPdenovo_v1.06_genomic.fna.gz
Nocardiopsis_prasina	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/265/GCF_000341265.1_SOAPdenovo_1.06/GCF_000341265.1_SOAPdenovo_1.06_genomic.fna.gz
Nitrospina_gracilis	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/545/GCF_000341545.2_ASM34154v2/GCF_000341545.2_ASM34154v2_genomic.fna.gz
Desulfovibrio_piezophilus	representative genome	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/895/GCF_000341895.1_ASM34189v1/GCF_000341895.1_ASM34189v1_genomic.fna.gz
Amycolatopsis_decaplanina	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/342/005/GCF_000342005.1_Whole_genome_assembly/GCF_000342005.1_Whole_genome_assembly_genomic.fna.gz
Magnetospirillum_sp_SO_1	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/342/045/GCF_000342045.1_MagSO-1_1.0/GCF_000342045.1_MagSO-1_1.0_genomic.fna.gz
Streptomyces_gancidicus	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/342/345/GCF_000342345.1_Whole_genome_assembly/GCF_000342345.1_Whole_genome_assembly_genomic.fna.gz
Streptococcus_tigurinus	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/255/GCF_000344255.1_Streptococcus_tigurinus_1366/GCF_000344255.1_Streptococcus_tigurinus_1366_genomic.fna.gz
Janthinobacterium_sp_CG3	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/615/GCF_000344615.1_ASM34461v1/GCF_000344615.1_ASM34461v1_genomic.fna.gz
Ochrobactrum_sp_CDB2	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/725/GCF_000344725.1_ASM34472v1/GCF_000344725.1_ASM34472v1_genomic.fna.gz
Anoxybacillus_sp_DT3_1	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/275/GCF_000346275.1_DT3-1dn/GCF_000346275.1_DT3-1dn_genomic.fna.gz
Rhodopirellula_maiorica	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/295/GCF_000346295.1_ASM34629v1/GCF_000346295.1_ASM34629v1_genomic.fna.gz
Rhodopirellula_sp_SWK7	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/425/GCF_000346425.1_ASM34642v1/GCF_000346425.1_ASM34642v1_genomic.fna.gz
Scytonema_hofmanni	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/485/GCF_000346485.2_ASM34648v2/GCF_000346485.2_ASM34648v2_genomic.fna.gz
Rhodopirellula_sallentina	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/505/GCF_000346505.1_ASM34650v1/GCF_000346505.1_ASM34650v1_genomic.fna.gz
Nafulsella_turpanensis	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/615/GCF_000346615.1_NafTru1.0/GCF_000346615.1_NafTru1.0_genomic.fna.gz
Paenibacillus_sp_A9	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/635/GCF_000346635.1_Paenibacillus_A9/GCF_000346635.1_Paenibacillus_A9_genomic.fna.gz
Leptospira_sp_Fiocruz_LV4135	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/675/GCF_000346675.1_gls454076v02/GCF_000346675.1_gls454076v02_genomic.fna.gz
Pseudomonas_sp_CBZ_4	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/755/GCF_000346755.1_CBZ-4/GCF_000346755.1_CBZ-4_genomic.fna.gz
Leptospira_sp_P2653	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/955/GCF_000346955.1_gls454051v01/GCF_000346955.1_gls454051v01_genomic.fna.gz
Leptospira_kirschneri	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/695/GCF_000243695.2_gls454049v02/GCF_000243695.2_gls454049v02_genomic.fna.gz
Leptospira_sp_B5_022	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/347/035/GCF_000347035.1_gls454192v01/GCF_000347035.1_gls454192v01_genomic.fna.gz
Leptospira_sp_serovar_Kenya	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/347/195/GCF_000347195.1_gls454066v01/GCF_000347195.1_gls454066v01_genomic.fna.gz
Gordonia_sp_NB4_1Y	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/347/295/GCF_000347295.2_ASM34729v2/GCF_000347295.2_ASM34729v2_genomic.fna.gz
Marinobacter_santoriniensis	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/347/775/GCF_000347775.1_ASM34777v1/GCF_000347775.1_ASM34777v1_genomic.fna.gz
Serratia_sp_S4	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/347/995/GCF_000347995.1_ASM34799v1/GCF_000347995.1_ASM34799v1_genomic.fna.gz
Ilumatobacter_coccineus	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/785/GCF_000348785.1_ASM34878v1/GCF_000348785.1_ASM34878v1_genomic.fna.gz
Blattabacterium_sp_Panesthia_angustipennis_spadica	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/805/GCF_000348805.1_ASM34880v1/GCF_000348805.1_ASM34880v1_genomic.fna.gz
Cesiribacter_andamanensis	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/925/GCF_000348925.1_CeAn1/GCF_000348925.1_CeAn1_genomic.fna.gz
Arthrobacter_gangotriensis	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/945/GCF_000348945.1_ArGa1/GCF_000348945.1_ArGa1_genomic.fna.gz
Methylophaga_lonarensis	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/349/205/GCF_000349205.1_MPLversion1/GCF_000349205.1_MPLversion1_genomic.fna.gz
Streptomyces_davawensis	representative genome	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/349/325/GCF_000349325.1_ASM34932v1/GCF_000349325.1_ASM34932v1_genomic.fna.gz
Leucobacter_sp_UCD_THU	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/349/545/GCF_000349545.1_Leucobacter_sp._str._UCD-THU/GCF_000349545.1_Leucobacter_sp._str._UCD-THU_genomic.fna.gz
Dietzia_sp_UCD_THP	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/349/585/GCF_000349585.1_Dietzia_sp._UCD-THP/GCF_000349585.1_Dietzia_sp._UCD-THP_genomic.fna.gz
Kocuria_sp_UCD_OTCP	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/349/605/GCF_000349605.1_Kocuria_sp._UCD-OTCP/GCF_000349605.1_Kocuria_sp._UCD-OTCP_genomic.fna.gz
Pseudomonas_denitrificans	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/349/845/GCF_000349845.1_ASM34984v1/GCF_000349845.1_ASM34984v1_genomic.fna.gz
Mesorhizobium_metallidurans	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/350/085/GCF_000350085.1_ASM35008v1/GCF_000350085.1_ASM35008v1_genomic.fna.gz
Richelia_intracellularis	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/350/105/GCF_000350105.1_ASM35010v1/GCF_000350105.1_ASM35010v1_genomic.fna.gz
Clostridium_termitidis	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/350/485/GCF_000350485.1_C.termitidis_454_shotgun_Newbler/GCF_000350485.1_C.termitidis_454_shotgun_Newbler_genomic.fna.gz
Leucobacter_salsicius	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/350/525/GCF_000350525.1_Leucobacter_salsicius_M1-8T_draft_genome/GCF_000350525.1_Leucobacter_salsicius_M1-8T_draft_genome_genomic.fna.gz
Desulfotignum_phosphitoxidans	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/350/545/GCF_000350545.1_DPO2/GCF_000350545.1_DPO2_genomic.fna.gz
Nitrosospira_sp_APG3	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/355/765/GCF_000355765.4_ASM35576v4/GCF_000355765.4_ASM35576v4_genomic.fna.gz
Gracilibacillus_halophilus	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/359/605/GCF_000359605.1_ASM35960v1/GCF_000359605.1_ASM35960v1_genomic.fna.gz
Rhizobium_freirei	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/359/745/GCF_000359745.1_Rhizobium_sp./GCF_000359745.1_Rhizobium_sp._genomic.fna.gz
Methanocaldococcus_villosus	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/371/805/GCF_000371805.1_ASM37180v1/GCF_000371805.1_ASM37180v1_genomic.fna.gz
Clostridium_sp_ASF356	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/165/GCF_000364165.1_Clos_bact_ASF356_V1/GCF_000364165.1_Clos_bact_ASF356_V1_genomic.fna.gz
Lactobacillus_sp_ASF360	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/185/GCF_000364185.1_Lact_bact_ASF360_V1/GCF_000364185.1_Lact_bact_ASF360_V1_genomic.fna.gz
Eubacterium_plexicaudatum	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/225/GCF_000364225.1_Euba_plex_ASF492_V1/GCF_000364225.1_Euba_plex_ASF492_V1_genomic.fna.gz
Clostridium_sp_ASF502	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/245/GCF_000364245.1_Clos_bact_ASF502_V1/GCF_000364245.1_Clos_bact_ASF502_V1_genomic.fna.gz
Parabacteroides_sp_ASF519	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/265/GCF_000364265.1_Para_sp_ASF519_V1/GCF_000364265.1_Para_sp_ASF519_V1_genomic.fna.gz
Mycobacterium_sp_H4Y	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/405/GCF_000364405.1_ASM36440v1/GCF_000364405.1_ASM36440v1_genomic.fna.gz
Peanut_witches_broom_phytoplasma	representative genome	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/425/GCF_000364425.1_ASM36442v1/GCF_000364425.1_ASM36442v1_genomic.fna.gz
Methylobacterium_mesophilicum	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/445/GCF_000364445.1_ASM36444v1/GCF_000364445.1_ASM36444v1_genomic.fna.gz
Thioalkalivibrio_sp_ALE6	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/565/GCF_000364565.1_ASM36456v1/GCF_000364565.1_ASM36456v1_genomic.fna.gz
Nocardioides_sp_Iso805N	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/605/GCF_000364605.1_ASM36460v1/GCF_000364605.1_ASM36460v1_genomic.fna.gz
Pseudomonas_thermotolerans	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/625/GCF_000364625.1_ASM36462v1/GCF_000364625.1_ASM36462v1_genomic.fna.gz
Xanthomonas_sp_SHU308	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/645/GCF_000364645.1_SHU308/GCF_000364645.1_SHU308_genomic.fna.gz
Xanthomonas_sp_SHU199	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/665/GCF_000364665.1_SHU199/GCF_000364665.1_SHU199_genomic.fna.gz
Xanthomonas_sp_SHU166	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/685/GCF_000364685.1_SHU166/GCF_000364685.1_SHU166_genomic.fna.gz
Streptomyces_sp_PAMC26508	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/805/GCF_000364805.1_ASM36480v1/GCF_000364805.1_ASM36480v1_genomic.fna.gz
Marinobacter_nanhaiticus	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/845/GCF_000364845.1_D15-8W.seq.sqn_for_a_Marinobacter_nanhaiticus_assembly_version_1.0/GCF_000364845.1_D15-8W.seq.sqn_for_a_Marinobacter_nanhaiticus_assembly_version_1.0_genomic.fna.gz
Actinomyces_cardiffensis	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/865/GCF_000364865.1_ASM36486v1/GCF_000364865.1_ASM36486v1_genomic.fna.gz
Thioalkalivibrio_sp_HL_Eb18	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/985/GCF_000364985.1_ASM36498v1/GCF_000364985.1_ASM36498v1_genomic.fna.gz
Loktanella_hongkongensis	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/365/005/GCF_000365005.1_ASM36500v1/GCF_000365005.1_ASM36500v1_genomic.fna.gz
Robiginitomaculum_antarcticum	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/365/025/GCF_000365025.1_ASM36502v1/GCF_000365025.1_ASM36502v1_genomic.fna.gz
Streptomyces_sp_CNS615	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/365/385/GCF_000365385.1_ASM36538v1/GCF_000365385.1_ASM36538v1_genomic.fna.gz
Methylomonas_sp_MK1	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/365/425/GCF_000365425.1_ASM36542v1/GCF_000365425.1_ASM36542v1_genomic.fna.gz
Brucella_sp_UK5_01	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/105/GCF_000367105.1_Bruc_sp_UK5_01_V1/GCF_000367105.1_Bruc_sp_UK5_01_V1_genomic.fna.gz
Brucella_sp_UK38_05	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/125/GCF_000367125.1_Bruc_sp_UK38_05_V1/GCF_000367125.1_Bruc_sp_UK38_05_V1_genomic.fna.gz
Streptomyces_prunicolor	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/365/GCF_000367365.1_ASM36736v1/GCF_000367365.1_ASM36736v1_genomic.fna.gz
Tetrasphaera_elongata	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/525/GCF_000367525.1_ASM36752v2/GCF_000367525.1_ASM36752v2_genomic.fna.gz
Aeromonas_diversa	na	Contig	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/845/GCF_000367845.1_Adiv1.0/GCF_000367845.1_Adiv1.0_genomic.fna.gz
Acinetobacter_sp_CIP_A162	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/905/GCF_000367905.1_Acin_sp_CIP_A162_V1/GCF_000367905.1_Acin_sp_CIP_A162_V1_genomic.fna.gz
Acinetobacter_sp_ANC_3994	representative genome	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/925/GCF_000367925.1_Acin_sp_ANC_3994_V1/GCF_000367925.1_Acin_sp_ANC_3994_V1_genomic.fna.gz
Acinetobacter_sp_NIPH_809	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/945/GCF_000367945.1_Acin_sp_NIPH_809_V1/GCF_000367945.1_Acin_sp_NIPH_809_V1_genomic.fna.gz
Acinetobacter_sp_NIPH_236	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/965/GCF_000367965.1_Acin_sp_NIPH_236_V1/GCF_000367965.1_Acin_sp_NIPH_236_V1_genomic.fna.gz
Acinetobacter_sp_CIP_A165	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/985/GCF_000367985.1_Acin_sp_CIP_A165_V1/GCF_000367985.1_Acin_sp_CIP_A165_V1_genomic.fna.gz
Acinetobacter_sp_NIPH_973	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/065/GCF_000368065.1_Acin_sp_NIPH_973_V1/GCF_000368065.1_Acin_sp_NIPH_973_V1_genomic.fna.gz
Acinetobacter_sp_ANC_3789	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/265/GCF_000368265.1_Acin_sp_ANC_3789_V1/GCF_000368265.1_Acin_sp_ANC_3789_V1_genomic.fna.gz
Acinetobacter_sp_CIP_102159	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/285/GCF_000368285.1_Acin_sp_CIP_102159_V1/GCF_000368285.1_Acin_sp_CIP_102159_V1_genomic.fna.gz
Acinetobacter_sp_CIP_102129	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/305/GCF_000368305.1_Acin_sp_CIP_102129_V1/GCF_000368305.1_Acin_sp_CIP_102129_V1_genomic.fna.gz
Acinetobacter_sp_CIP_102529	na	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/325/GCF_000368325.1_Acin_sp_CIP_102529_V1/GCF_000368325.1_Acin_sp_CIP_102529_V1_genomic.fna.gz
